,0
0,0.9959173
1,0.99717623
2,0.9987574
3,0.9978712
4,0.9936615
5,0.99342376
6,0.99501127
7,0.9981644
8,0.99840957
9,0.99874514
10,0.9982221
11,0.9984578
12,0.9963429
13,0.99835014
14,0.9977068
15,0.9987538
16,0.9951162
17,0.9960626
18,0.9967923
19,0.9973466
20,0.9978446
21,0.9991259
22,0.99895644
23,0.99846214
24,0.9978913
25,0.9968096
26,0.99673873
27,0.9964411
28,0.998976
29,0.9989394
30,0.9978312
31,0.99916166
32,0.9983902
33,0.9973252
34,0.99805164
35,0.99745697
36,0.99554056
37,0.9971884
38,0.9983072
39,0.9986964
40,0.9963141
41,0.9986789
42,0.99697137
43,0.998165
44,0.9962456
45,0.9975832
46,0.99807084
47,0.9991204
48,0.9971612
49,0.9972247
50,0.9986721
51,0.9990141
52,0.9959519
53,0.9941326
54,0.99724805
55,0.9981815
56,0.9877898
57,0.9982951
58,0.9986335
59,0.9960663
60,0.9983436
61,0.9974979
62,0.9985881
63,0.9986936
64,0.99920404
65,0.99418217
66,0.9980299
67,0.99925923
68,0.9978541
69,0.9967434
70,0.99805886
71,0.9985022
72,0.99622303
73,0.99824214
74,0.99873257
75,0.99869907
76,0.99848545
77,0.9973806
78,0.9968235
79,0.9984573
80,0.9986884
81,0.99798465
82,0.997607
83,0.9982246
84,0.99617803
85,0.996058
86,0.9970776
87,0.99809057
88,0.99841225
89,0.9974104
90,0.99714196
91,0.9939936
92,0.9984402
93,0.9973838
94,0.9972577
95,0.9989246
96,0.997162
97,0.9976143
98,0.9930304
99,0.99771166
100,0.99616975
101,0.99789774
102,0.9968766
103,0.9981743
104,0.9972567
105,0.9959041
106,0.9976413
107,0.99785143
108,0.99704444
109,0.99290025
110,0.9951704
111,0.9987445
112,0.9986504
113,0.99766576
114,0.99854344
115,0.997815
116,0.9963699
117,0.99788094
118,0.99753296
119,0.9932824
120,0.998136
121,0.99668115
122,0.99842364
123,0.99707615
124,0.99788404
125,0.9987303
126,0.9982947
127,0.9953891
128,0.99870855
129,0.9983222
130,0.99797606
131,0.99802315
132,0.9953169
133,0.9987905
134,0.99713016
135,0.99725986
136,0.9974429
137,0.994963
138,0.998787
139,0.9980458
140,0.99848926
141,0.99770176
142,0.9982361
143,0.99817497
144,0.9982793
145,0.9979492
146,0.9972335
147,0.99749494
148,0.9980635
149,0.9906205
150,0.99854016
151,0.99822503
152,0.9988259
153,0.9949366
154,0.99748874
155,0.9987386
156,0.9961537
157,0.99630165
158,0.9979455
159,0.9981565
160,0.9972048
161,0.9988307
162,0.99782366
163,0.9974494
164,0.9987149
165,0.9978238
166,0.9966284
167,0.99818164
168,0.9982374
169,0.9955487
170,0.99591434
171,0.9961405
172,0.9930488
173,0.99779904
174,0.9973078
175,0.99698377
176,0.99780726
177,0.9985025
178,0.99790895
179,0.9986862
180,0.9990822
181,0.9971241
182,0.9962779
183,0.99846756
184,0.9985105
185,0.9986036
186,0.9868032
187,0.99869156
188,0.99782544
189,0.9982042
190,0.9973625
191,0.99756426
192,0.9987481
193,0.99654937
194,0.997842
195,0.99881566
196,0.998769
197,0.9907895
198,0.9971609
199,0.9977583
200,0.99704903
201,0.9967598
202,0.99796695
203,0.9953884
204,0.998615
205,0.99703705
206,0.99765825
207,0.9992699
208,0.9955837
209,0.9985559
210,0.9966331
211,0.9969207
212,0.99440485
213,0.99846166
214,0.9988141
215,0.9939478
216,0.9984732
217,0.9976552
218,0.9977601
219,0.9982726
220,0.9953758
221,0.9962463
222,0.9985231
223,0.99828416
224,0.9976935
225,0.9967561
226,0.9985321
227,0.99849176
228,0.99799675
229,0.9984694
230,0.99714833
231,0.99861634
232,0.997419
233,0.99897176
234,0.99710816
235,0.99769497
236,0.9960362
237,0.9948076
238,0.9982225
239,0.99865746
240,0.9975713
241,0.9978284
242,0.99593985
243,0.9984826
244,0.9980432
245,0.99858546
246,0.9932153
247,0.99489814
248,0.9956992
249,0.9986636
250,0.9957997
251,0.9985856
252,0.99837995
253,0.9971744
254,0.9965771
255,0.99651194
256,0.99806637
257,0.9971882
258,0.9984524
259,0.9976496
260,0.9982552
261,0.9961631
262,0.99708253
263,0.9963543
264,0.99799764
265,0.99697167
266,0.9990986
267,0.9981575
268,0.9977767
269,0.99610204
270,0.99774516
271,0.9983278
272,0.9983933
273,0.9984667
274,0.9957904
275,0.997746
276,0.99771196
277,0.99706966
278,0.9982405
279,0.9959018
280,0.9980971
281,0.9986093
282,0.99607825
283,0.9974405
284,0.99805015
285,0.9981479
286,0.99666226
287,0.99836344
288,0.99764377
289,0.9981548
290,0.998748
291,0.9933364
292,0.998393
293,0.99628556
294,0.9967399
295,0.99296147
296,0.99676085
297,0.99708253
298,0.99794775
299,0.9973538
300,0.99576336
301,0.9978991
302,0.9989591
303,0.9983128
304,0.99730116
305,0.99651873
306,0.99751
307,0.99190474
308,0.999425
309,0.9982645
310,0.9985099
311,0.9980462
312,0.998092
313,0.9969813
314,0.99752676
315,0.9972885
316,0.99772847
317,0.99818015
318,0.9972462
319,0.9977169
320,0.99876213
321,0.99790883
322,0.9984762
323,0.9989604
324,0.998704
325,0.9931812
326,0.9983558
327,0.9978984
328,0.9988549
329,0.99801445
330,0.9987021
331,0.99522513
332,0.9992144
333,0.99846786
334,0.9983662
335,0.99889475
336,0.9964024
337,0.99760413
338,0.9985008
339,0.9946024
340,0.9977582
341,0.9957881
342,0.9968732
343,0.9980755
344,0.99690485
345,0.9946072
346,0.9977602
347,0.990158
348,0.9978702
349,0.9941853
350,0.99779654
351,0.9978435
352,0.99667674
353,0.9979076
354,0.9990599
355,0.9979819
356,0.99729794
357,0.99851805
358,0.9980885
359,0.9968913
360,0.9984237
361,0.99657434
362,0.99849564
363,0.9990752
364,0.99855405
365,0.9985355
366,0.9992885
367,0.9983891
368,0.99914634
369,0.9981884
370,0.99368066
371,0.9976987
372,0.996318
373,0.99816674
374,0.99816644
375,0.9986419
376,0.9962568
377,0.99552435
378,0.9976596
379,0.9977997
380,0.9987098
381,0.9973997
382,0.99686956
383,0.99663556
384,0.99511063
385,0.9863921
386,0.9985587
387,0.9950981
388,0.997787
389,0.9979582
390,0.9976038
391,0.9947565
392,0.9979705
393,0.99817514
394,0.99691945
395,0.9915506
396,0.9986372
397,0.996111
398,0.9983425
399,0.99763
400,0.9992882
401,0.9990075
402,0.99856395
403,0.99900746
404,0.99387544
405,0.99673676
406,0.99667263
407,0.99544984
408,0.9987591
409,0.99649704
410,0.9925341
411,0.999311
412,0.9951406
413,0.9986646
414,0.99875385
415,0.99836755
416,0.9902307
417,0.9977384
418,0.99787945
419,0.99641305
420,0.99817103
421,0.9980679
422,0.9964618
423,0.9927972
424,0.998026
425,0.99949014
426,0.99915814
427,0.99744004
428,0.99898624
429,0.9980839
430,0.99883264
431,0.997284
432,0.9957545
433,0.9989372
434,0.9925311
435,0.99760914
436,0.99608135
437,0.9966632
438,0.9985327
439,0.99813396
440,0.9969877
441,0.9987746
442,0.9974826
443,0.9967691
444,0.9939764
445,0.99909604
446,0.9973755
447,0.99752825
448,0.99904245
449,0.9965552
450,0.999215
451,0.9951845
452,0.9980547
453,0.9965164
454,0.99454165
455,0.99544674
456,0.9983332
457,0.99796146
458,0.9985122
459,0.9961562
460,0.9958631
461,0.99840724
462,0.9958816
463,0.9966763
464,0.99778265
465,0.99648726
466,0.9978928
467,0.9987882
468,0.9972021
469,0.9964337
470,0.9975996
471,0.9969259
472,0.9929564
473,0.9976076
474,0.9948586
475,0.99870396
476,0.9968731
477,0.9975534
478,0.997635
479,0.99860764
480,0.9981506
481,0.99814165
482,0.9982016
483,0.998692
484,0.99604493
485,0.99904925
486,0.99765825
487,0.99841636
488,0.9974576
489,0.9989643
490,0.9973564
491,0.99510586
492,0.996715
493,0.9990077
494,0.9952719
495,0.99440837
496,0.9988538
497,0.998715
498,0.9974253
499,0.99802864
500,0.9970082
501,0.99739045
502,0.9968398
503,0.99768007
504,0.99886084
505,0.9971524
506,0.99882483
507,0.99793136
508,0.99566156
509,0.998242
510,0.99773693
511,0.9984414
512,0.9933742
513,0.996768
514,0.9987083
515,0.9961786
516,0.99452376
517,0.9962461
518,0.99538743
519,0.99364364
520,0.997093
521,0.9979893
522,0.997752
523,0.99826
524,0.9976073
525,0.9986405
526,0.98996526
527,0.9984121
528,0.99843895
529,0.9984866
530,0.9984267
531,0.9986835
532,0.9953835
533,0.9981185
534,0.9981925
535,0.9982036
536,0.9975497
537,0.9974519
538,0.9974082
539,0.9910475
540,0.9976668
541,0.99852073
542,0.98745656
543,0.9978522
544,0.99803907
545,0.99832314
546,0.9975894
547,0.9954939
548,0.99804455
549,0.9978061
550,0.9837142
551,0.99957937
552,0.99529654
553,0.9978533
554,0.99597
555,0.9977828
556,0.9963042
557,0.99378955
558,0.998021
559,0.9979949
560,0.9981957
561,0.99280137
562,0.9993375
563,0.99753433
564,0.99398667
565,0.9955159
566,0.9983907
567,0.99847907
568,0.99902344
569,0.9985803
570,0.9974976
571,0.99542975
572,0.99862605
573,0.99598783
574,0.99788845
575,0.99810153
576,0.9954996
577,0.99743676
578,0.9955658
579,0.9961765
580,0.99714476
581,0.99842715
582,0.9982378
583,0.99858356
584,0.9957545
585,0.99809647
586,0.9965359
587,0.9970486
588,0.99829453
589,0.9977355
590,0.99860656
591,0.99873745
592,0.9986355
593,0.998271
594,0.9979542
595,0.99770486
596,0.99760675
597,0.9987359
598,0.9968866
599,0.9988915
600,0.99788094
601,0.9992028
602,0.99816877
603,0.9980817
604,0.99708694
605,0.9987798
606,0.9950917
607,0.99788797
608,0.99856496
609,0.9982202
610,0.99856645
611,0.9953158
612,0.99756515
613,0.99604684
614,0.9982879
615,0.9938977
616,0.99791557
617,0.9989426
618,0.9985892
619,0.99627775
620,0.998423
621,0.99868435
622,0.998199
623,0.9951567
624,0.9966395
625,0.99628866
