,0
0,0.9957128
1,0.9912734
2,0.9917195
3,0.99482316
4,0.9939286
5,0.9896992
6,0.99712735
7,0.9959038
8,0.9895332
9,0.99450225
10,0.99585825
11,0.99654317
12,0.997258
13,0.9985759
14,0.99629843
15,0.9935017
16,0.99229234
17,0.99620426
18,0.98712385
19,0.99165845
20,0.9959477
21,0.98813105
22,0.994247
23,0.99582803
24,0.9933867
25,0.996352
26,0.99540484
27,0.9951309
28,0.9941239
29,0.9974519
30,0.9975209
31,0.9927821
32,0.98698354
33,0.99589396
34,0.99192184
35,0.99068433
36,0.99573976
37,0.9872275
38,0.9944221
39,0.9922744
40,0.9956311
41,0.99484634
42,0.9881287
43,0.9950311
44,0.9951919
45,0.9941588
46,0.9960685
47,0.99101007
48,0.9946233
49,0.9950961
50,0.9975509
51,0.99507916
52,0.99764264
53,0.9959826
54,0.9968688
55,0.9954973
56,0.9932578
57,0.9958841
58,0.99801123
59,0.9905354
60,0.99028045
61,0.99666476
62,0.9971084
63,0.99557835
64,0.9943007
65,0.9968336
66,0.99005526
67,0.99524665
68,0.9954598
69,0.99573356
70,0.99521446
71,0.9942302
72,0.99439216
73,0.9968764
74,0.99644876
75,0.99469703
76,0.9944896
77,0.99524325
78,0.99752986
79,0.99850327
80,0.99515533
81,0.99020106
82,0.99798155
83,0.99579734
84,0.9921292
85,0.98868454
86,0.9975458
87,0.9978215
88,0.99659675
89,0.9909002
90,0.9964889
91,0.9949205
92,0.99466115
93,0.9868962
94,0.9931097
95,0.9942602
96,0.99759257
97,0.9974646
98,0.9966994
99,0.9911371
100,0.99364495
101,0.9946959
102,0.996469
103,0.99039036
104,0.99420726
105,0.99169254
106,0.9949411
107,0.9977814
108,0.9938466
109,0.9939468
110,0.98747534
111,0.99725056
112,0.9986303
113,0.99276906
114,0.9953193
115,0.9910023
116,0.9970137
117,0.99643666
118,0.99668795
119,0.9856793
120,0.98267186
121,0.9979521
122,0.99798477
123,0.9955358
124,0.9927683
125,0.99583435
126,0.9925795
127,0.99396145
128,0.99438626
129,0.9963945
130,0.9923777
131,0.99735045
132,0.990173
133,0.9971549
134,0.9943351
135,0.9980063
136,0.99139243
137,0.9974253
138,0.9973401
139,0.9889127
140,0.99194854
141,0.99644387
142,0.9936761
143,0.9936956
144,0.9951128
145,0.9957228
146,0.9965487
147,0.99597186
148,0.99370193
149,0.9921262
150,0.9957294
151,0.9945733
152,0.9912091
153,0.9933199
154,0.9948172
155,0.9960437
156,0.99107474
157,0.9903504
158,0.99534744
159,0.9964579
160,0.9950987
161,0.99651086
162,0.9979562
163,0.9944228
164,0.9952814
165,0.99392754
166,0.99060637
167,0.9951842
168,0.9929218
169,0.9950055
170,0.992371
171,0.9961529
172,0.9972735
173,0.9899663
174,0.9967326
175,0.9967231
176,0.9974927
177,0.99780625
178,0.99570906
179,0.9945577
180,0.9912637
181,0.9975215
182,0.9867913
183,0.99311095
184,0.99115926
185,0.9959551
186,0.99636954
187,0.99514866
188,0.9794148
189,0.99400765
190,0.9937349
191,0.99753815
192,0.9900359
193,0.9967923
194,0.9926297
195,0.9951093
196,0.9905507
197,0.9948141
198,0.9915695
199,0.9973317
200,0.9950658
201,0.9965795
202,0.9944415
203,0.995676
204,0.9974856
205,0.9952188
206,0.99644625
207,0.9954526
208,0.9949818
209,0.99514985
210,0.9940962
211,0.9958419
212,0.9953578
213,0.99504733
214,0.9966995
215,0.9970656
216,0.9960807
217,0.9963945
218,0.99596655
219,0.9945173
220,0.98484236
221,0.9941024
222,0.9981379
223,0.99690753
224,0.99623823
225,0.993228
226,0.99470526
227,0.9954671
228,0.98713505
229,0.9948259
230,0.99583346
231,0.9955028
232,0.99630827
233,0.996617
234,0.9951753
235,0.9954302
236,0.9967254
237,0.99343365
238,0.995842
239,0.99583846
240,0.9964697
241,0.9948414
242,0.99742717
243,0.99587363
244,0.99711525
245,0.99021703
246,0.99459624
247,0.9905805
248,0.9912741
249,0.99643666
250,0.9914657
251,0.99254775
252,0.99206024
253,0.99592197
254,0.99759537
255,0.99690163
256,0.99593014
257,0.992712
