,loss,decoder_loss,decoder_1_loss,decoder_2_loss,val_loss,val_decoder_loss,val_decoder_1_loss,val_decoder_2_loss
17,0.00046091689728200436,9.258680802304298e-05,9.532889816910028e-05,0.00027300117653794587,0.00046361677232198417,9.158368629869074e-05,9.257673082174733e-05,0.0002794562897179276
18,0.0004519859794527292,9.138947643805295e-05,9.340568794868886e-05,0.00026719088782556355,0.00040657498175278306,7.963604002725333e-05,8.024511771509424e-05,0.00024669384583830833
19,0.00042794225737452507,8.574263483751565e-05,8.81021551322192e-05,0.0002540973946452141,0.0004312590172048658,8.394501492148265e-05,8.653079567011446e-05,0.0002607831556815654
20,0.00041303527541458607,8.370785508304834e-05,8.426426938967779e-05,0.0002450630709063262,0.0004378045559860766,8.709906978765503e-05,8.902104309527203e-05,0.00026168447220698
21,0.0004248658078722656,8.659864397486672e-05,8.805503603070974e-05,0.0002502122661098838,0.0004524510295595974,9.058410068973899e-05,9.137994493357837e-05,0.0002704869257286191
22,0.00042152160312980413,8.589575736550614e-05,8.692582923686132e-05,0.000248699972871691,0.00038940043305046856,7.56703520892188e-05,7.615085633005947e-05,0.0002375791227677837
23,0.0004059618222527206,8.276999869849533e-05,8.361568325199187e-05,0.00023957608209457248,0.00033734962926246226,6.167935498524457e-05,6.481655145762488e-05,0.00021085368643980473
24,0.0004011249984614551,8.145372703438625e-05,8.277553570223972e-05,0.000236895662965253,0.0003728588344529271,7.248513429658487e-05,7.367852231254801e-05,0.00022669520694762468
25,0.00038525229319930077,7.840122270863503e-05,7.90787089499645e-05,0.0002277722960570827,0.00036939262645319104,7.061888027237728e-05,7.124069088604301e-05,0.00022753306257072836
26,0.000360128004103899,7.196418300736696e-05,7.345210178755224e-05,0.00021471174841281027,0.00042167436913587153,8.67325798026286e-05,8.731598063604906e-05,0.00024762575048953295
27,0.0003368500911165029,6.717749056406319e-05,6.827251490904018e-05,0.00020140010747127235,0.0003505604399833828,6.93620604579337e-05,6.874294922454283e-05,0.00021245538664516062
28,0.00038143995334394276,7.83316936576739e-05,7.90876365499571e-05,0.00022402055037673563,0.00036513368831947446,7.323232421185821e-05,7.330266817007214e-05,0.0002185986959375441
29,0.0003442418237682432,6.946873327251524e-05,7.0259025960695e-05,0.00020451389718800783,0.0003797129902523011,7.593303598696366e-05,7.65278164180927e-05,0.00022725210874341428
30,0.0003403428418096155,6.831743667135015e-05,7.024911610642448e-05,0.0002017762599280104,0.0008387027191929519,0.00018989454838447273,0.00018586595251690596,0.0004629423492588103
31,0.0003394368104636669,6.905276677571237e-05,6.947731890249997e-05,0.00020090676844120026,0.0003259372024331242,6.259266228880733e-05,6.472333916462958e-05,0.0001986211573239416
32,0.00031704461434856057,6.307482544798404e-05,6.48985369480215e-05,0.00018907117191702127,0.00040980399353429675,8.333600271726027e-05,8.426847489317879e-05,0.0002421995159238577
33,0.00034909945679828525,7.074978930177167e-05,7.29597159079276e-05,0.0002053901698673144,0.0003337148518767208,6.545202631969005e-05,6.64649487589486e-05,0.00020179782586637884
34,0.0003082187904510647,6.207454134710133e-05,6.271994789130986e-05,0.00018342435942031443,0.00028649342129938304,5.395589687395841e-05,5.520526610780507e-05,0.00017733228742145002
35,0.0003677407803479582,7.622621342306957e-05,7.729356730123982e-05,0.00021422082500066608,0.0003567752428352833,7.092853775247931e-05,7.187851588241756e-05,0.00021396814554464072
36,0.00030289244023151696,6.06069625064265e-05,6.143495556898415e-05,0.00018085048941429704,0.0004220923292450607,8.795472967904061e-05,8.80170555319637e-05,0.00024612052948214114
37,0.0003034556284546852,6.086603389121592e-05,6.19398124399595e-05,0.00018065002223011106,0.00029569491744041443,5.6941938964882866e-05,5.746175884269178e-05,0.0001812911796150729
